smiles,value,scaffold_train_test_label,random_train_test_label
OC(CC1c2c(F)cccc2-c2cncn21)C1CCCCC1,2,train,train
O=C(/C=C/c1ccccc1)c1cccnc1,8.2,train,train
Cn1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)cn1,13.9,train,train
Cc1coc([C@H]2C[C@H]3[C@@H](CF)SC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)n1,30,train,train
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1C(=O)N1CCCC1,7.3,train,train
Nc1ncc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)cn1,12,train,test
Cc1ccc(Sc2ccccc2N2CCNCC2)cc1C,2.8,train,train
Clc1cccc(O[C@@H](c2ccccc2)[C@H]2CCNC2)c1Cl,0.79433,train,train
CN(C(=O)[C@H]1Cc2cccc(NS(C)(=O)=O)c2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,1.1,train,test
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,10,train,train
Cc1ncn(-c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c3nc4ccc(Cl)cc4[nH]3)c(Cl)c2)n1,30.4,train,train
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N(CCCCN(Cc2ccccc2)C(=O)OCc2cncs2)Cc2ccccc2)C(C)C)cs1,1.1,train,train
CC[C@@H](CC[C@H](CC)NC(=O)[C@@H](NC(=O)N(C)Cc1csc(C(C)C)n1)C(C)C)NC(=O)OCc1cncs1,6.5,train,test
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)C(C)C)cs1,2.9,train,test
Cc1ccc(Sc2ccccc2N2CCNCC2)cc1,2.7,train,train
Clc1ccc(Sc2ccccc2N2CCNCC2)cc1,0.4,train,train
COc1ccc2[nH]c(SCc3ccccc3)nc2c1,0.12,train,train
CC(C)c1nc(CN(C)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC[C@@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,0.4,train,train
COc1ccc2nc(SCc3ccc4ccccc4c3)[nH]c2c1,2.73,train,train
CCS(=O)(=O)c1ccc2c(c1)CN(C(C)=O)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.3,train,train
CC(=O)N1Cc2cc(S(=O)(=O)NC3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.02,train,train
O=C1O[C@@]2(CN3CCC2CC3)CN1c1ccc(Br)s1,9,train,train
O=C1O[C@]2(CN3CCC2CC3)CN1c1ccc(Cl)s1,2,train,train
COCCN(CC(=O)N(C)C(CN1CCCC1)c1ccc(-c2ccc(C(N)=O)cc2)cc1)c1ccc(Cl)c(Cl)c1,6.2,test,train
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,6.96,train,train
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1ccc(F)c(F)c1)O2,5.7,train,test
Nc1nc(N)c2c(OCC3CCN(Cc4ccccc4F)CC3)cccc2n1,9.38,train,train
Cc1ccccc1CN(C1CCOCC1)[C@H]1CCNC1,30,train,train
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(C#CCN(CC)CC)nc4)cc23)c1F,5,train,train
CN(CC(O)COc1ccccc1C#N)C(C)(C)Cc1cc2ccccc2[nH]1,0.03,train,train
CC(Cc1ccccc1)NC1CC2c3ccccc3CCc3cccc1c32,0.15,train,train
CN(C(=O)CC(=O)Nc1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,5.3,train,train
CN(C(=O)NCC(=O)Nc1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,5.1,train,train
O=C(CCN1CCC(Cc2c[nH]cn2)CC1)Nc1ccc(CN2CCCCC2)cc1,9,test,train
O=C(Nc1ncccn1)N1CCC(Cc2c[nH]cn2)CC1,6,train,train
c1nc(CC2CCN(CCCOc3ccc(NC4CCCCC4)cc3)CC2)c[nH]1,0.9,train,train
COC(=O)N1CC[C@H](N(Cc2ccccc2C)c2ccc(C#N)c(Cl)c2)C1,22,test,train
CCC(=O)N1CC[C@H](N(Cc2ccccc2Br)c2ccc(C#N)c(Cl)c2)C1,7.5,test,train
C[C@H](O)C(=O)N1CC[C@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)C1,20,test,train
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](CC[C@@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)C(C)C)cs1,0.4,train,train
CN1CCC(c2nn(-c3cnc4[nH]cc(C(=O)NC(C)(C)CO)c4n3)c3ccccc23)CC1,12,train,train
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(Br)c(-c2ccc(N=[N+]=[N-])cc2)[nH]1)C(C)C,50.5,train,train
C[C@H](c1cccnc1F)c1c(CCN(C)C)sc2ccccc12,7.5,train,train
CC1(CC(=O)NCCNc2ccnc3cc(Cl)ccc23)CC2(CCCCC2)OO1,3.9,train,test
COc1ccc2[nH]c(SCc3ccc(Br)cc3)nc2c1,0.09,train,train
Clc1cccc(OC(c2cccnc2)[C@@H]2CCCNC2)c1Cl,2.4,train,test
COc1ccc2c(c1)C(C1CCCCC1)N(C(=O)CNC[C@@H](C)O)CC2,3.7,train,train
Cc1cccc2c1C(c1ccccc1)N(C(=O)CNC[C@@H](C)O)CC2,5.6,train,test
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(C3CCN(C(C)=O)CC3)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,36,train,train
CC(=O)c1sc(NC(=O)N[C@@H]2CNCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,56,train,train
Cc1cc2ncc(=O)n(CC(=O)N3CCCC(c4ccccc4)C3CN3CCCC3)c2cc1C,8.4,train,train
COCCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1)c1ccc(Cl)c(Cl)c1,3.2,train,train
Clc1ccc(Cl)c(O[C@@H](c2ccccc2)[C@H]2CCNC2)c1Cl,1.25893,train,train
CC(C)(Cc1cc2ccccc2[nH]1)NCC(O)COc1ccc(S(C)(=O)=O)cc1,0.35,train,train
Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl,0.03,test,train
CN(C[C@H]1Cc2c(cccc2N2CCN(c3ncccn3)CC2)CN1)[C@H]1CCCc2cccnc21,0.508,test,test
COc1cccc(C2CN(c3nc(-c4ccncc4)cc(=O)n3C)CCN2)c1,0.4,train,train
C[C@@H]1CN(Cc2ccccc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,21,train,train
O=C(COc1ccc(-n2ccnc2)cc1)Nc1ccc(-c2ccccc2)cc1,0.1,train,test
Cc1nnc2sc(C(=O)NCc3ccc(S(F)(F)(F)(F)F)cc3)c(N)c2c1C,23.9,train,train
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,0.2,train,train
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,0.1,train,train
CCN1C[C@H]2C[C@@H](N(Cc3cccc(OC(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,1.1,test,train
CNC1CCCC(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1,5.14,train,train
N[C@H]1C[C@@H](N2Cc3cnc4nnc(C5CC5)n4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,19,test,train
Cc1ccc(F)cc1CN(c1ccc(C#N)c(Cl)c1)[C@H]1CCN(C(=O)OC(C)C)C1,15,test,test
CC(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,17,test,train
O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(N2CCOCC2)nc1,16,train,train
O=C(CCN1CCC(Cc2c[nH]cn2)CC1)Nc1ccc(Cl)cc1,0.04,test,train
O=C(CCN1CCC(Cc2c[nH]cn2)CC1)Nc1cccc(F)c1,0.1,test,train
CN(CC(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)c1ccc(C#N)cc1,0.67,train,train
CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)Nc3cccc(OC)c3)c2)n1,0.19953,train,train
COc1ccc(Cn2c(N3CCC(NCC4CCOCC4)CC3)nc3ccccc32)cc1,16.309,train,train
CCC(=O)N1CC[C@@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)[C@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)C1,1.5,train,test
CC(=O)c1sc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,0.24,train,train
CNC(C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,8.5,train,train
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.8,train,train
CN1C[C@@H]2CCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,4.35,train,train
CN(CC1CCCCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.36,test,test
Fc1ccc(Cn2c(N3CCC(NCC4CCOCC4)CC3)nc3ccccc32)cc1,12.134,train,train
C[C@@H]1COCCN1c1nc(N2CCOC[C@@H]2C)nc2[nH]c(-c3cccc4[nH]ccc34)nc12,12.8,train,train
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(O)c(CN4CCN(C)CC4)c3)c2c1,1,train,train
COc1ccc2c(c1)CCN(C(=O)CNCC1(O)CCCCC1)C2C(C)C,1.8,train,test
Cc1nc(NC(=O)CN(Cc2ccccc2)C(=O)c2ccncc2)sc1-c1ccc(N)nc1,4.3,train,train
O=C1CCCCN1C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,4.353,test,train
N[C@@H](CC(=O)N1CCC[C@H]1COc1ccnc(C(F)(F)F)n1)Cc1cc(F)c(F)cc1F,1.7,train,train
COCCCN1CCC(CNC(=O)c2nc(C(C)C)n3ccccc23)CC1,48.6,train,train
Nc1cc(CN2CCC(F)(C(=O)N3CCC(N4Cc5ccccc5-c5ccccc5C4)CC3)CC2)ccn1,0.3,train,train
CC1CCCCC1C(=O)N1CC(c2nc(-c3cccc(F)c3)no2)C1,100,train,test
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,3,train,train
CC1CC(C(=O)Nc2nc3ccc(Cl)cc3s2)CC(C)(C)C1,0.2,train,test
CC(=O)c1sc(NC(=O)N[C@@H]2CN(CCF)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,3.3,train,train
COc1ccc2cc(-c3cnccc3N)ccc2c1,11.1,train,train
Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCCC1)c1cccs1,16.8,test,train
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,3.22,train,train
Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncn2)cc1=O,39.7,train,test
Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,44.2,train,train
Cc1nnc2sc(C(=O)NCc3ccc(-c4cccnc4F)cc3)c(N)c2c1C,19,train,train
CC(C)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,6,test,train
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0.8,train,train
CN(C)S(=O)(=O)NCCCCCNc1nc(-c2ccccn2)cs1,0.95,train,train
CN1Cc2cc(N3CCOCC3)ccc2[C@@H](c2ccc3sccc3c2)C1,11,train,train
CN1CC=C(c2c[nH]c3cc(NC(=N)c4cccs4)ccc23)CC1,63.2,train,test
O=C(c1cccc(Cl)c1)N1CCC(=CC#Cc2cccc(Cl)n2)CC1,12.7,train,train
CN(C(=O)CNc1ccc([N+](=O)[O-])cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,3.4,train,test
O=C(Cn1c(=O)cnc2cc(Cl)c(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCOCC1,21,train,train
C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)CO[C@@H]1F,4.3,test,test
COCCCN1C[C@@H]2[C@@H](CNC(=O)c3nc(C(C)C)n4ccccc34)[C@@H]2C1,21.9,train,train
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1ccc(Cl)cc1)O2,19,train,train
CC(C)CN(C(=O)c1ccccc1Oc1ccccc1)[C@H]1CCNC1,0.29,train,train
N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,13,test,test
N#Cc1ccnc(OC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)c1,4.3,test,train
COc1ccc2[nH]c(SCc3ccc(Cl)cc3)nc2c1,1.23,train,train
COc1ccc2[nH]c(SCc3cccc(-c4ccccc4)c3)nc2c1,0.02,test,train
Nc1ccc2[nH]c(SCc3ccccn3)nc2c1,2.17,test,train
O=C(c1ccccc1Oc1ccccc1)N(C1CCC1)[C@H]1CCNC1,3.37,train,train
OCC[C@]1(c2ccc(Cl)c(Cl)c2)CCCCNC1,18,train,train
C1=CCC(c2cc3ccccc3o2)CNC1,7.8,train,train
N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4nc(N)ccc34)cc(F)c2Cl)c1,47.4,train,test
CN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCOCC1)c1ccc(Cl)c(Cl)c1,2.3,train,train
CN(CC(=O)N(C)C(CN1CCOCC1)c1ccc(-c2ccccc2)cc1)c1ccc(Cl)c(Cl)c1,16,train,train
C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(N)=N1,0.9,train,train
Fc1ccc(Cn2c(N3CCC(n4cccn4)CC3)nc3ccccc32)cc1,1.48,train,train
CN(C(=O)[C@H]1Cc2ccccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,0.25,train,test
CN(C(=O)[C@@H]1Cc2ccccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,0.76,test,test
COC(=O)Nc1ccc2c(c1)C[C@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,4.2,train,train
COC(=O)Nc1ccc2c(c1)C[C@@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,4.8,test,train
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,5.4764,train,test
COc1cc(-c2ccnc(C)c2)ccc1NS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.9,test,train
O=C1COc2ccc(CN3c4ccccc4COc4cc(F)ccc43)cc2N1,16.38,train,test
NC(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,4.1,train,train
CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(CC4CCOCC4)C[C@@H]23)c2ccccn12,90.2,train,train
C[C@@H](O[C@H]1CN2C(=O)C=C(C3=CCN(C(C)(C)C)CC3)CC2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,35.7,train,test
CC(c1ccccn1)c1c(CCN(C)C)sc2ccccc12,6.9,train,test
C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,28,train,test
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)n1,39,test,train
CC(C)N1CCC[C@H](Cn2cnc3ccc(Oc4ccc(F)cc4)cc3c2=O)C1,21,test,train
CC(C)N1CCC[C@H](Cn2cnc3ccc(-c4ccc(Cl)cc4)cc3c2=O)C1,0.2,train,train
Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,9.6,train,test
COc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,9.5,train,train
CC(=O)Nc1cccc(O[C@H]2c3ccccc3C[C@@H]2N2CCCC2)c1,0.64,test,test
Cc1cnc(C(=O)N2C[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)cn1,73,train,train
Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,5.5,train,train
CNS(=O)(=O)c1ccc2c(c1)CCC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,0.32,train,train
CN(C(=O)CC(=O)Nc1ccc(NS(C)(=O)=O)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,10,train,test
CC(C)(C)CCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,0.6,test,test
CC(C)(C)CCC1(C(=O)c2ccc(Cl)c(Cl)c2)CCNC1,8.75,test,train
c1cc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc(OC2CCCCC2)c1,2,train,train
CC(=O)N(CC(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)c1ccccc1,0.3,train,test
CN(C(=O)CNc1ccc(C(F)(F)F)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,0.19,train,train
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](N[C@@H](C)COC)C4)C3)cc2)cc1,25.11886,test,train
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(CCO)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,23,train,train
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(Cc3ccco3)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,0.78,test,train
Cn1c(-c2ccc(-c3cnccn3)cc2)nnc1C1(c2ccc(Cl)cc2)CCC1,16,train,train
Cc1cccc2nc(NC(=O)c3cccc(C(F)(F)F)c3)n([C@@H]3CCCCN(C(=O)/C=C/CN(C)C)C3)c12,16.7,train,train
Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,1.3,train,train
CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2,4.6,train,train
CC(C)c1ccc(S(=O)(=O)n2cc(N3CCN(C)CC3)c3ccccc32)cc1,39.2,test,train
N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1,0.34,train,train
C[C@H](Nc1ccc(-c2ccnn2C)nc1)C(=O)Nc1ccc(-c2cccnc2)cn1,8,test,train
Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,1.25893,train,test
NCC#Cc1cnccc1-c1ccoc1,4.6,train,test
Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)F)cc3)c(N)c2c1C,20.8,train,train
CCc1ncnc2cc(OC)c(OCC(O)CNC(C)(C)Cc3cc4ccccc4[nH]3)cc12,0.07,train,test
CSc1ccccc1CNc1ncc([N+](=O)[O-])c(NCC2CCC(CN)CC2)n1,4.7,train,train
CCCC1CNCCN1c1ccc2[nH]ncc2c1,0.58,train,train
O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,100,train,train
CC(C)(C)CCC1(C(=O)c2cc3ccccc3[nH]2)CCNC1,23,train,train
Cc1nnc2sc(C(=O)NC3CN(c4cccc(F)c4F)C3)c(N)c2c1C,14,train,test
Cc1cc(/C=C/C(=O)/C=C/c2cc(C)c(O)c(C)c2)cc(C)c1O,13.2,test,train
O=C(/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1,100,test,train
CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,2.5,train,train
OCCN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,4.4,train,train
Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,28.3,train,train
Cc1ccc(Cn2c(C3CNCCO3)nc3ccccc32)cc1C,5.35,train,train
Cc1ccc(Cn2c(C3CNCCS3)nc3ccccc32)cc1,3.65,train,train
COc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,3.3,train,train
Clc1ccccc1CN1CCc2sccc2C1,5.5464,test,train
CN(C)CCN(Cc1cccs1)c1ccccn1,2.7564,train,train
CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CCC[N+](C)(Cc3cccc(O)c3)C2)cc1,3.98107,train,train
CC(=O)Nc1ccc(Cn2nc(-c3nc(CNC(=O)OC(C)(C)C)no3)c3ccccc32)cc1,13,train,test
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1-c1cccnc1,1.6,train,train
Cc1ncn(-c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c3ccc4[nH]c(C)nc4c3)c(Cl)c2)n1,31.65,train,train
C[C@@H]1CN(c2ccc(C#N)cc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,24,train,train
CCCN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1,0.973,train,train
CN(CCF)CCC1=C(Cc2cnccn2)c2ccccc2C1,3.093,train,train
Cn1c(N2CCOC(c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,35.8,train,test
COc1ncnc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)c1F,27,train,train
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)n1,11.5,train,train
Cc1cccc(C)c1CNc1nc(N2CCNC2=O)cc2c(C)c(C)[nH]c12,0.7,train,train
C[C@@H](c1ncccc1F)c1c(CCN(C)C)sc2ccccc12,4,train,train
FC1CN(CCC2=C(Cc3cnccn3)c3ccccc3C2)C1,6.466,train,train
FC1CCN(CCC2=C(Cc3cnccn3)c3ccccc3C2)C1,4.293,train,test
C[C@H](C1=C(CCN(C)Cc2ccco2)Cc2ccccc21)c1cnccn1,4.363,train,train
C[C@H](C1=C(CCN(C)CC2CCOCC2)Cc2ccccc21)c1cnccn1,9.373,train,train
C[C@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,3.3,train,train
Clc1cccc(Sc2ccccc2N2CCNCC2)c1Cl,0.5,train,train
CN(C)CCC1=C(Cc2cnccn2)c2ccc(F)cc2C1,15,train,train
N=C(N)NC(=O)c1ccc(C2CCN(C(=O)c3ccc(C(N)=O)cc3)CC2)c(C(F)(F)F)c1,12,test,train
N=C(N)NC(=O)c1ccc(C2CCN(C(=O)c3ccccn3)CC2)c(C(F)(F)F)c1,27,train,test
C[C@@H]1CN(c2ccccc2F)CCN1c1nc(-c2ccncn2)cc(=O)n1C,19,train,train
CCCC1(C(=O)c2ccc(Cl)c(Cl)c2)CCCN1,4,train,train
FC(F)(F)c1ccc(SCC(c2c[nH]cn2)C2CCNCC2)cc1,9.5,train,train
Cc1nnc(C)n1-c1ccc(O[C@H]2c3ccccc3C[C@@H]2N2CCCC2)c(Cl)c1,0.73,train,test
CC(=O)Nc1cccc(O[C@H]2c3ccccc3C[C@@H]2N2CCC[C@@H](N)C2)c1,5.1,train,train
CN[C@H]1CCc2ccccc2[C@@H]1c1ccc(Cl)c(Cl)c1,0.008,train,train
O=C(Nc1cnccn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,25.1,train,test
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,5,test,train
CC(=O)c1sc(NC(=O)N[C@@H]2CN(CCO)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,12,train,train
COCC(=O)N1CC[C@@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)[C@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)C1,1.2,train,train
CCC(=O)N1CC[C@@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)[C@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)C1,0.14,train,train
COC(=O)N1CC[C@@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)[C@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)C1,0.01,train,train
CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,0.8,train,train
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(C(=O)C3CCOCC3)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,1.2,train,train
CCN(CC)C(=O)c1ccc(C2=CC3(CCNC3)Oc3ccccc32)cc1,2.4,train,train
Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,82,train,train
O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)cc1C1CC1,55,test,train
CCc1cc(NC(=O)N[C@H](C)C[C@@H](O)N2CCC[C@@H](Cc3ccc(F)cc3)C2)cc(-c2nnnn2C)c1,2.5,train,train
C[C@H](CCN1CCC[C@@H](Cc2ccc(F)cc2)C1)NC(=O)Nc1cc(-c2nnnn2C)cc(C(C)(C)C(=O)O)c1,17,train,test
Cn1ccc2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c21,21,train,train
C[C@@H](NC(=O)Nc1cccc(-c2nnnn2C)c1)[C@@H](O)CN1CCC[C@@H](Cc2ccc(F)cc2)C1,2.6,train,train
N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,4.87,train,train
CN1CCN(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccc(Br)cc23)CC1,28.8,test,train
c1cc2[nH]ncc2cc1N1CCNCC1CC1CCCCC1,1.05,train,train
CCC[C@H]1CNCCN1c1ccc2[nH]ncc2c1,0.35,train,train
Cc1nccn1-c1ccc(-c2cn(CC(=O)Nc3cccc(Cl)c3Cl)nn2)cc1,9.4,train,train
C[C@@H](O[C@H]1CN2C(=O)[C@H]3C[C@@](C)(O)C[C@H]3[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,17.38,train,train
NC/C=C\CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,0.33,train,train
CC(C)(C)CCC1(C(=O)c2ccc(N)c(Cl)c2)CCNC1,4,test,test
Cc1cccc2nc(C(=O)C3(CCC(C)(C)C)CCNC3)ccc12,9,train,test
CC(C)CC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,6,train,train
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(CCN3CCCCC3)c3ccccc32)CC1,3.7,train,train
CC(C)(C)c1ccc(SCC(c2ccccn2)c2c[nH]cn2)cc1,0.82,train,train
FC(F)(F)c1ccc(SCC(c2ccncc2)c2c[nH]cn2)cc1,4.3,test,test
